contrast_order,contrast_type,anchor,family,metric,left_delay,right_delay,contrast_label,direction_multiplier,operationality,count,mean,standard_error,ci95_lower,ci95_upper,median,p05,p25,p75,p90,p95,positive_share,discordant_positive,discordant_negative,classification
95,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recognition_lag_median,1,2,delay_2_minus_1,1,operational,78,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78,0,
96,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recognition_lag_median,0,2,delay_2_minus_0,1,operational,78,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,78,0,
97,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recognition_lag_median,0,2,delay_2_minus_0,1,operational,78,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,78,0,
98,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,recognition_lag_median,0,2,delay_2_minus_0,1,operational,78,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,78,0,monotonic_deterioration
99,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_mean,0,1,delay_1_minus_0,1,operational,63,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63,0,
100,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_mean,0,1,delay_1_minus_0,1,operational,63,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63,0,
101,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_mean,1,2,delay_2_minus_1,1,operational,64,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64,0,
102,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_mean,1,2,delay_2_minus_1,1,operational,64,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64,0,
103,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_mean,0,2,delay_2_minus_0,1,operational,61,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,61,0,
104,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_mean,0,2,delay_2_minus_0,1,operational,61,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,61,0,
105,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_mean,0,2,delay_2_minus_0,1,operational,61,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,61,0,monotonic_deterioration
106,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_median,0,1,delay_1_minus_0,1,operational,63,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63,0,
107,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_median,0,1,delay_1_minus_0,1,operational,63,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,63,0,
108,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_median,1,2,delay_2_minus_1,1,operational,64,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64,0,
109,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_median,1,2,delay_2_minus_1,1,operational,64,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64,0,
110,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_median,0,2,delay_2_minus_0,1,operational,61,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,61,0,
111,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_median,0,2,delay_2_minus_0,1,operational,61,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,61,0,
112,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,recovery_staleness_median,0,2,delay_2_minus_0,1,operational,61,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,61,0,monotonic_deterioration
113,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,backlog_area_share,0,1,delay_1_minus_0,1,operational,128,-0.01203221654187748,0.007583944108386656,-0.026896746994315324,0.0028323139105603645,0.0,-0.07752996093323103,-0.00373812577612545,0.0,0.007779913609546269,0.04060178848440381,0.1796875,23,52,
114,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,backlog_area_share,0,1,delay_1_minus_0,1,operational,128,-0.01203221654187748,0.007583944108386656,-0.026896746994315324,0.0028323139105603645,0.0,-0.07752996093323103,-0.00373812577612545,0.0,0.007779913609546269,0.04060178848440381,0.1796875,23,52,
115,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,backlog_area_share,1,2,delay_2_minus_1,1,operational,128,0.015071879961514049,0.009480597584238,-0.0035100913035924323,0.033653851226620526,0.0,-0.03791236405564575,-0.0012726696690590006,0.0,0.011417097675885248,0.13791227192519032,0.203125,26,49,
116,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,backlog_area_share,1,2,delay_2_minus_1,1,operational,128,0.015071879961514049,0.009480597584238,-0.0035100913035924323,0.033653851226620526,0.0,-0.03791236405564575,-0.0012726696690590006,0.0,0.011417097675885248,0.13791227192519032,0.203125,26,49,
117,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,backlog_area_share,0,2,delay_2_minus_0,1,operational,128,0.0030396634196365735,0.008733504600498402,-0.014078005597340296,0.020157332436613443,0.0,-0.07897624941866802,-0.0023913891282510056,0.0,0.022438804310570656,0.10462878655236846,0.234375,30,44,
118,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,backlog_area_share,0,2,delay_2_minus_0,1,operational,128,0.0030396634196365735,0.008733504600498402,-0.014078005597340296,0.020157332436613443,0.0,-0.07897624941866802,-0.0023913891282510056,0.0,0.022438804310570656,0.10462878655236846,0.234375,30,44,
119,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,backlog_area_share,0,2,delay_2_minus_0,1,operational,128,0.0030396634196365735,0.008733504600498402,-0.014078005597340296,0.020157332436613443,0.0,-0.07897624941866802,-0.0023913891282510056,0.0,0.022438804310570656,0.10462878655236846,0.234375,30,44,no_delay_effect
120,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,maximum_unresolved_tab_share,0,1,delay_1_minus_0,1,operational,128,-0.0014575693594457068,0.001435245924130983,-0.004270651370742434,0.00135551265185102,0.0,-0.007507141878844805,0.0,0.0,0.0003663165640061619,0.011068110553838108,0.1328125,17,28,
121,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,maximum_unresolved_tab_share,0,1,delay_1_minus_0,1,operational,128,-0.0014575693594457068,0.001435245924130983,-0.004270651370742434,0.00135551265185102,0.0,-0.007507141878844805,0.0,0.0,0.0003663165640061619,0.011068110553838108,0.1328125,17,28,
122,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,maximum_unresolved_tab_share,1,2,delay_2_minus_1,1,operational,128,0.0026174682092397223,0.002895208015999559,-0.0030571395021194133,0.008292075920598857,0.0,-0.017714429992103854,0.0,0.0,0.005666649214921348,0.03696045783747306,0.2265625,29,17,
123,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,maximum_unresolved_tab_share,1,2,delay_2_minus_1,1,operational,128,0.0026174682092397223,0.002895208015999559,-0.0030571395021194133,0.008292075920598857,0.0,-0.017714429992103854,0.0,0.0,0.005666649214921348,0.03696045783747306,0.2265625,29,17,
124,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,maximum_unresolved_tab_share,0,2,delay_2_minus_0,1,operational,128,0.0011598988497940146,0.0026110844541426957,-0.003957826680325668,0.0062776243799136985,0.0,-0.01343835455339839,0.0,0.0,0.0022318299392991574,0.02959668086456132,0.203125,26,22,
125,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,maximum_unresolved_tab_share,0,2,delay_2_minus_0,1,operational,128,0.0011598988497940146,0.0026110844541426957,-0.003957826680325668,0.0062776243799136985,0.0,-0.01343835455339839,0.0,0.0,0.0022318299392991574,0.02959668086456132,0.203125,26,22,
126,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,maximum_unresolved_tab_share,0,2,delay_2_minus_0,1,operational,128,0.0011598988497940146,0.0026110844541426957,-0.003957826680325668,0.0062776243799136985,0.0,-0.01343835455339839,0.0,0.0,0.0022318299392991574,0.02959668086456132,0.203125,26,22,no_delay_effect
127,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,terminal_unresolved_tab_share,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
128,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,terminal_unresolved_tab_share,0,1,delay_1_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
129,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,terminal_unresolved_tab_share,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
130,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,terminal_unresolved_tab_share,1,2,delay_2_minus_1,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
131,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,terminal_unresolved_tab_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
132,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,terminal_unresolved_tab_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
133,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,terminal_unresolved_tab_share,0,2,delay_2_minus_0,1,degenerate,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,not_operational
134,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,liquidation_completion_ratio,0,1,delay_1_minus_0,1,operational,78,0.008868233423353997,0.01074943207775113,-0.012200653449038219,0.029937120295746213,0.0,-0.03359220369519002,0.0,2.3398262298801598e-06,0.04884471131740596,0.1475966578781448,0.34615384615384615,27,10,
135,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,liquidation_completion_ratio,0,1,delay_1_minus_0,-1,operational,78,-0.008868233423353997,0.01074943207775113,-0.029937120295746213,0.012200653449038219,0.0,-0.147596657878145,-2.3398262298801598e-06,-0.0,0.0012739372554296904,0.03359220369518966,0.1282051282051282,10,27,
136,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,liquidation_completion_ratio,1,2,delay_2_minus_1,1,operational,78,-0.004874228079004708,0.015857729069156844,-0.03595537705455212,0.026206920896542706,0.0,-0.012408232372778244,0.0,1.1102230246251565e-16,0.026801885527124807,0.11447496179011415,0.2948717948717949,23,17,
137,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,liquidation_completion_ratio,1,2,delay_2_minus_1,-1,operational,78,0.004874228079004708,0.015857729069156844,-0.026206920896542706,0.03595537705455212,0.0,-0.11447496179011471,-1.1102230246251565e-16,-0.0,9.015642684175787e-05,0.01240823237277818,0.21794871794871795,17,23,
138,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,liquidation_completion_ratio,0,2,delay_2_minus_0,1,operational,78,0.003994005344349289,0.013641276036979086,-0.02274289568812972,0.030730906376828293,0.0,-0.03611300789741692,0.0,2.8723863420565543e-06,0.04884471131740589,0.1475966578781446,0.38461538461538464,30,14,
139,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,liquidation_completion_ratio,0,2,delay_2_minus_0,-1,operational,78,-0.003994005344349289,0.013641276036979086,-0.030730906376828293,0.02274289568812972,0.0,-0.1475966578781448,-2.8723863420565543e-06,-0.0,0.0033847220528813293,0.03611300789741659,0.1794871794871795,14,30,
140,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,liquidation_completion_ratio,0,2,delay_2_minus_0,-1,operational,78,-0.003994005344349289,0.013641276036979086,-0.030730906376828293,0.02274289568812972,0.0,-0.1475966578781448,-2.8723863420565543e-06,-0.0,0.0033847220528813293,0.03611300789741659,0.1794871794871795,14,30,no_delay_effect
141,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,peak_eligible_tab_share,0,1,delay_1_minus_0,1,operational,128,-0.0002003700783803113,0.00038667616635547445,-0.0009582553644370412,0.0005575152076764186,0.0,-0.0015399008868748573,0.0,0.0,0.0,0.00010235147546925942,0.078125,10,22,
142,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,peak_eligible_tab_share,0,1,delay_1_minus_0,1,operational,128,-0.0002003700783803113,0.00038667616635547445,-0.0009582553644370412,0.0005575152076764186,0.0,-0.0015399008868748573,0.0,0.0,0.0,0.00010235147546925942,0.078125,10,22,
143,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,peak_eligible_tab_share,1,2,delay_2_minus_1,1,operational,128,0.000240908153213263,0.0004160359054235883,-0.0005745222214169701,0.001056338527843496,0.0,-0.0005233920885424256,0.0,0.0,0.0002223377047687407,0.0016449272664470064,0.1484375,19,10,
144,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,peak_eligible_tab_share,1,2,delay_2_minus_1,1,operational,128,0.000240908153213263,0.0004160359054235883,-0.0005745222214169701,0.001056338527843496,0.0,-0.0005233920885424256,0.0,0.0,0.0002223377047687407,0.0016449272664470064,0.1484375,19,10,
145,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,peak_eligible_tab_share,0,2,delay_2_minus_0,1,operational,128,4.053807483295164e-05,0.0004318547004222991,-0.0008058971379947546,0.000886973287660658,0.0,-0.0020318881722113788,0.0,0.0,0.00010764141225478318,0.0005966233837975203,0.125,16,20,
146,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,peak_eligible_tab_share,0,2,delay_2_minus_0,1,operational,128,4.053807483295164e-05,0.0004318547004222991,-0.0008058971379947546,0.000886973287660658,0.0,-0.0020318881722113788,0.0,0.0,0.00010764141225478318,0.0005966233837975203,0.125,16,20,
147,response_shape_classification,empirical_crypto__joint_crypto_high_correlation,,peak_eligible_tab_share,0,2,delay_2_minus_0,1,operational,128,4.053807483295164e-05,0.0004318547004222991,-0.0008058971379947546,0.000886973287660658,0.0,-0.0020318881722113788,0.0,0.0,0.00010764141225478318,0.0005966233837975203,0.125,16,20,no_delay_effect
148,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,peak_new_eligible_tab_share,0,1,delay_1_minus_0,1,operational,128,-3.713174325322186e-06,3.855633298817944e-06,-1.1270215591005357e-05,3.843866940360985e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,2,
149,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,peak_new_eligible_tab_share,0,1,delay_1_minus_0,1,operational,128,-3.713174325322186e-06,3.855633298817944e-06,-1.1270215591005357e-05,3.843866940360985e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,1,2,
150,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,peak_new_eligible_tab_share,1,2,delay_2_minus_1,1,operational,128,1.4463595481832654e-06,1.3030639693557038e-06,-1.107645831753914e-06,4.000364928120444e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,1,
151,direction_normalised_deterioration,empirical_crypto__joint_crypto_high_correlation,,peak_new_eligible_tab_share,1,2,delay_2_minus_1,1,operational,128,1.4463595481832654e-06,1.3030639693557038e-06,-1.107645831753914e-06,4.000364928120444e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,1,
152,raw_delay_contrast,empirical_crypto__joint_crypto_high_correlation,,peak_new_eligible_tab_share,0,2,delay_2_minus_0,1,operational,128,-2.2668147771389208e-06,4.408568721325463e-06,-1.0907609470936829e-05,6.373979916658987e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,2,2,
